id,title,in_stock,price,players,age,maker,url
24536,"Комплект настільних ігор ""Для хлопців""",В наявності,3150.0,,,,https://woodcat.com.ua/komplekt-nastilnykh-ihor-dlia-khloptsiv/
85693,"Комплект настільних ігор ""Для дівчат""",В наявності,1650.0,,,,https://woodcat.com.ua/komplekt-nastilnykh-ihor-dlia-divchat/
12536,"Комплект настільних ігор ""Теплий затишний вечір""",В наявності,4125.0,,,,https://woodcat.com.ua/komplekt-nastilnykh-ihor-teplyi-zatyshnyi-vechir/
21326,"Комплект настільних ігор ""ТОП для дітей""",В наявності,2363.0,,,,https://woodcat.com.ua/komplekt-nastilnykh-ihor-top-dlia-ditei/
21536,"Комплект настільних ігор ""Сімейний""",В наявності,3375.0,,,,https://woodcat.com.ua/komplekt-nastilnykh-ihor-simeinyi/
NMG60060UA,Азул 5211 (5211),В наявності,599.0,2–5,8+,Plan B Games,https://woodcat.com.ua/nastolnaia-yhra-azul-5211-5211/
8027,Мечі наголо (Drawing Swords),В наявності,1099.0,4+,18+,Ігромаг,https://woodcat.com.ua/nastilna-hra-mechi-naholo-drawing-swords/
2365989,"Комплект настільних ігор ""Топ швидких настілок для компанії""",В наявності,1560.0,,,,https://woodcat.com.ua/komplekt-nastilnykh-ihor-top-shvydkykh-nastilok-dlia-kompanii/
  1000310,Доповнення Манчкін 3. Кліричні огріхи,В наявності,540.0,3–6,10+,,https://woodcat.com.ua/nastilna-hra-manchkin-3.-klirychni-ohrikhy/
1004041,Dobble Гаррі Поттер (Доббль Harry Potter),В наявності,599.0,2–8,6+,Ігромаг,https://woodcat.com.ua/nastilna-hra-dobble-harri-potter-dobbl-harry-potter/
pi012,Нуар. Дедуктивна настільна гра,В наявності,690.0,2–9,8+,Планета Ігор,https://woodcat.com.ua/nastilna-hra-nuar.-deduktyvna-nastilna-hra/
ЗБ5498,Замки Бургундії. Українське видання (Castles of Burgundy),В наявності,2230.0,1–4,12+,Lelekan,https://woodcat.com.ua/nastilna-hra-zamky-burhundii.-ukrainske-vydannia-castles-of-burgundy/
R091UA,Конотопська відьма,В наявності,949.0,2–5,12+,Rozum,https://woodcat.com.ua/nastilna-hra-konotopska-vidma/
GKCH223bt,Доповнення Маєтки божевілля. За порогом,В наявності,1350.0,1–5,14+,Geekach,https://woodcat.com.ua/dopovnennia-maietky-bozhevillia.-za-porohom/
GKCH095M,Маєтки божевілля,В наявності,3777.0,1–5,14+,Geekach,https://woodcat.com.ua/nastilna-hra-maietky-bozhevillia/
1001037,Моя Весела Ферма (My Happy Farm),В наявності,999.0,2–4,8+,IGAMES,https://woodcat.com.ua/nastilna-hra-moia-vesela-ferma-my-happy-farm/
GKCH022CC,Лісовий затишок (Creature Comforts),В наявності,2050.0,1–5,8+,Geekach,https://woodcat.com.ua/nastilna-hra-lisovyi-zatyshok-creature-comforts/
GKCH215mv,Кленова долина (Maple Valley),В наявності,1550.0,1–5,8+,Geekach,https://woodcat.com.ua/nastilna-hra-klenova-dolyna-maple-valley/
GKCH212sp,Підозрювані. За справу береться Клер Гарпер (Suspects),В наявності,1375.0,1–6,10+,Geekach,https://woodcat.com.ua/nastilna-hra-pidozriuvani.-za-spravu-beretsia-kler-harper-suspects/
GKCH213sc,Підозрювані 2. Невгамовна дослідниця Клер Гарпер (Suspects 2),В наявності,1375.0,1–6,10+,Geekach,https://woodcat.com.ua/nastilna-hra-pidozriuvani-2.-nevhamovna-doslidnytsia-kler-harper-suspects-2/
9240,Володар Перснів. Дуель за Середземʼя,В наявності,1390.0,2,10+,Ігромаг,https://woodcat.com.ua/nastilna-hra-volodar-persniv.-duel-za-seredzemia/
EKIBVB01UA,Ведмеді проти малюків (Bears vs Babies),В наявності,1089.0,2–5,7+,Rozum,https://woodcat.com.ua/nastilna-hra-vedmedi-proty-maliukiv-bears-vs-babies/
R020UA,Зима Мерців: Гра перехресть (Dead of Winter: A Crossroads Game),В наявності,3249.0,2–5,13+,Rozum,https://woodcat.com.ua/nastilna-hra-zyma-mertsiv-hra-perekhrest-dead-of-winter-a-crossroads-game/
GKCH185se,Пори року (Seasons),В наявності,1743.0,2–4,14+,Geekach,https://woodcat.com.ua/nastilna-hra-pory-roku-seasons/
GKCH184df,Кузня долі (Dice Forge),В наявності,2100.0,2–4,10+,Geekach,https://woodcat.com.ua/nastilna-hra-kuznia-doli-dice-forge/
GKCH201sp,Мегаполіс. Повне видання (Sprawlopolis),В наявності,395.0,1–4,8+,Geekach,https://woodcat.com.ua/nastilna-hra-mehapolis.-povne-vydannia-sprawlopolis/
GKCH177ds,Призначення (Destinies),В наявності,2250.0,1–3,14+,Geekach,https://woodcat.com.ua/nastilna-hra-pryznachennia-destinies/
R028UA1,Місто шкереберть (Shake That City),В наявності,1549.0,1–4,10+,Rozum,https://woodcat.com.ua/nastilna-hra-misto-shkerebert-shake-that-city/
R027UA,Зоопарк Нью-Йорка (New York Zoo),В наявності,1445.0,1–5,10+,Rozum,https://woodcat.com.ua/nastilna-hra-zoopark-niu-iorka-new-york-zoo/
CKA-UA01,Концепт для дітей: Тварини (Concept Kids: Animals),В наявності,1349.0,2–12,4+,Rozum,https://woodcat.com.ua/nastilna-hra-kontsept-dlia-ditei-tvaryny-concept-kids-animals/
R021UA,Planet B (Планета Б),В наявності,2729.0,2–4,14+,Rozum,https://woodcat.com.ua/nastilna-hra-planet-b-planeta-b/
R076UA,Крик (Scream The Game),В наявності,990.0,3–8,13+,Rozum,https://woodcat.com.ua/nastilna-hra-kryk-scream-the-game/
R089UA,Я не мафія (YA NE MAFIA),В наявності,499.0,,,,https://woodcat.com.ua/nastilna-hra-ya-ne-mafiia-ya-ne-mafia/
8140,Інтриги та капуста,В наявності,580.0,2–5,8+,Kilogames,https://woodcat.com.ua/nastilna-hra-intryhy-ta-kapusta/
GKCH174dt,Детектив. Сучасне розслідування,В наявності,2050.0,1–5,16+,Geekach,https://woodcat.com.ua/nastilna-hra-detektyv.-suchasne-rozsliduvannia/
G7D2545,Купуй Грабуй (Village Pillage),В наявності,690.0,2–6,10+,,https://woodcat.com.ua/nastilna-hra-kupui-hrabui-village-pillage/
8161,Цезар! Підкоріть Рим за 20 хвилин,В наявності,1249.0,1–2,14+,Ігромаг,https://woodcat.com.ua/nastilna-hra-tsezar-pidkorit-rym-za-20-khvylyn/
58962,"Сюрприз — настільна гра, яку обирає доля",В наявності,371.0,,,,https://woodcat.com.ua/siurpryz-nastilna-hra-yaku-obyraie-dolia/
150015,"Гонгі (Популярна корейська гра з фільму ""Гра у кальмара"")",В наявності,399.0,1–4,6+,,https://woodcat.com.ua/honhi-populiarna-koreiska-hra-z-filmu-hra-u-kalmara/
FGS73,Дайте шуму! (Sound Box),В наявності,1199.0,3–7,8+,Fun Games Shop,https://woodcat.com.ua/nastilna-hra-daite-shumu-sound-box/
3558380124856,Відчайдушні однороги (Unstable Unicorns),В наявності,995.0,2–8,8+,Geekach,https://woodcat.com.ua/nastilna-hra-vidchaidushni-odnorohy-unstable-unicorns/
9011,Бонсай (Bonsai),В наявності,1499.0,1–4,10+,Ігромаг,https://woodcat.com.ua/nastilna-hra-bonsai-bonsai/
0032,"Це точно ти! ""Гра про кожного з нас! Українською!""",В наявності,849.0,3–10,16+,Memo Games,https://woodcat.com.ua/tse-tochno-ty-hra-pro-kozhnoho-z-nas-ukrainskoiu/
8998,Доповнення Жах Аркгема. Карткова гра – На краю світу. Путівник по кампанії,В наявності,3099.0,1–4,14+,Ігромаг,https://woodcat.com.ua/dopovnennia-zhakh-arkhema.-kartkova-hra-na-kraiu-svitu.-putivnyk-po-kampanii/
8997,Жах Аркгема. Карткова гра – На краю світу. Дослідницьке доповнення,В наявності,1999.0,1–4,14+,Ігромаг,https://woodcat.com.ua/zhakh-arkhema.-kartkova-hra-na-kraiu-svitu.-doslidnytske-dopovnennia/
9177,Тортуґа 1667,В наявності,949.0,2–9,12+,Ігромаг,https://woodcat.com.ua/nastilna-hra-tortuga-1667/
GKCH175we,Доповнення Війна Персня. Карткова гра - Проти тіні,В наявності,825.0,1–2,12+,Geekach,https://woodcat.com.ua/dopovnennia-viina-persnia.-kartkova-hra-proty-tini/
GKCH205dv,Долина Смерті. Розширене видання (Death Valley),В наявності,180.0,1–2,8+,Geekach,https://woodcat.com.ua/nastilna-hra-dolyna-smerti.-rozshyrene-vydannia-death-valley/
GKCH211ml,Зоряні війни: Мандалорець - Пригоди (Star Wars: The Mandalorian Adventures),В наявності,2450.0,1–4,12+,Geekach,https://woodcat.com.ua/nastilna-hra-zoriani-viiny-mandalorets-pryhody-star-wars-the-mandalorian-adventures/
R099UA,Хто Зверху?,В наявності,1090.0,4+,10+,Rozum,https://woodcat.com.ua/nastilna-hra-khto-zverkhu/
GKCH208rt,Рятуй котів (Race to the Raft),В наявності,1950.0,1–4,8+,Geekach,https://woodcat.com.ua/nastilna-hra-riatui-kotiv-race-to-the-raft/
GKCH027S,"Саґрада (Sagrada), Саграда",В наявності,1950.0,1–4,13+,"Geekach, Планета Ігор",https://woodcat.com.ua/nastilna-hra-sagrada-sagrada/
GKCH225sp,Доповнення Саґрада. Пристрасть (Sagrada: Passion),В наявності,950.0,1–4,13+,"Geekach, Планета Ігор",https://woodcat.com.ua/dopovnennia-sagrada.-prystrast-sagrada-passion/
GKCH226sl,Доповнення Саґрада. Життя (Sagrada: Life),В наявності,950.0,1–4,13+,"Geekach, Планета Ігор",https://woodcat.com.ua/dopovnennia-sagrada.-zhyttia-sagrada-life/
236589,DVONN (Двонн),В наявності,1720.0,2,9+,HUCH,https://woodcat.com.ua/nastilna-hra-dvonn-dvonn/
89635,GIPF (ГІПФ),В наявності,1720.0,2,9+,HUCH,https://woodcat.com.ua/nastilna-hra-gipf-hipf/
253698,YINSH (Інш),В наявності,1720.0,2,9+,,https://woodcat.com.ua/nastilna-hra-yinsh-insh/
856329,Бандідо (Bandido),В наявності,550.0,1–4,6+,HUCH,https://woodcat.com.ua/nastilna-hra-bandido-bandido/
856923,Вкрадене мистецтво (Art Robbery),В наявності,770.0,2–5,8+,HUCH,https://woodcat.com.ua/nastilna-hra-vkradene-mystetstvo-art-robbery/
85693256,Шось в лісі... (Prey Another Day),В наявності,585.0,2–5,8+,HUCH,https://woodcat.com.ua/nastilna-hra-shos-v-lisi...-prey-another-day/
8569326,Міст чи парк 2,В наявності,450.0,2+,16+,,https://woodcat.com.ua/nastilna-hra-mist-chy-park-2/
856932,Міст чи парк,В наявності,450.0,2–10,16+,,https://woodcat.com.ua/nastilna-hra-mist-chy-park/
TG003UA,Пожежа. в ліжку,В наявності,696.0,2,18+,,https://woodcat.com.ua/nastilna-hra-pozhezha.-nastilna-hra-v-lizhku/
TG52693,Чекова книжка Інтимна лотерейка для двох,В наявності,369.0,2,18+,,https://woodcat.com.ua/chekova-knyzhka-intymna-lotereika-dlia-dvokh/
 LOB2412UA,Печворк. Український фольклор (Patchwork),В наявності,980.0,2,8+,Lord of Boards,https://woodcat.com.ua/nastilna-hra-pechvork.-ukrainskyi-folklor-patchwork/
GKCH221ti,Сутінки імперії. Четверте видання (Twilight Imperium: Fourth Edition),В наявності,6018.0,3–6,14+,Geekach,https://woodcat.com.ua/nastilna-hra-sutinky-imperii.-chetverte-vydannia-twilight-imperium-fourth-edition/
GKCH183tu,Час збігає! Вечірка (Time's Up! Party Edition),В наявності,850.0,4–12,12+,Geekach,https://woodcat.com.ua/nastilna-hra-chas-zbihaie-vechirka-times-up-party-edition/
R072UA,EXIT: Зачарований ліс (The Enchanted Forest),В наявності,990.0,1–4,12+,Rozum,https://woodcat.com.ua/nastilna-hra-exit-zacharovanyi-lis-the-enchanted-forest/
R073UA,EXIT: Зникнення Шерлока Холмса (The Disappearance of Sherlock Holmes),В наявності,990.0,1–4,12+,Rozum,https://woodcat.com.ua/nastilna-hra-exit-znyknennia-sherloka-kholmsa-the-disappearance-of-sherlock-holmes/
R071UA,EXIT: Небіжчик у «Східному експресі» (Dead Man on the Orient Express),В наявності,990.0,1–4,12+,Rozum,https://woodcat.com.ua/nastilna-hra-exit-nebizhchyk-u-skhidnomu-ekspresi-dead-man-on-the-orient-express/
NMG60160UA,Азул. Дуель (Azul Duel),В наявності,1299.0,2,8+,Plan B Games,https://woodcat.com.ua/nastilna-hra-azul.-duel-azul-duel/
ALLKAB01UA,Кабуто сумо. Сутичка жуків (Kabuto Sumo),В наявності,1349.0,2–4,6+,Asmodee,https://woodcat.com.ua/nastilna-hra-kabuto-sumo.-sutychka-zhukiv-kabuto-sumo/
6416739562629,Чудеса світу,В наявності,699.0,2–6,8+,,https://woodcat.com.ua/nastilna-hra-chudesa-svitu/
60497,Тварини світу,В наявності,699.0,2–6,8+,,https://woodcat.com.ua/nastilna-hra-tvaryny-svitu/
orner-2865,Гра для закоханих «100 неймовірних побачень»,В наявності,799.0,2,18+,,https://woodcat.com.ua/hra-dlia-zakokhanykh-100-neimovirnykh-pobachen/
ALLRIVV0101UA,Річкова долина. Фабрика мозаїки,В наявності,1699.0,1–5,8+,,https://woodcat.com.ua/nastilna-hra-richkova-dolyna.-fabryka-mozaiky/
orner-2867,Гра для закоханих «Метч!»,В наявності,799.0,2,16+,ORNER,https://woodcat.com.ua/hra-dlia-zakokhanykh-metch/
orner-2764,Вовк в овечій шкурі,В наявності,800.0,3+,10+,ORNER,https://woodcat.com.ua/nastilna-hra-vovk-v-ovechii-shkuri/
PR2369,Чекова книжка Hard Sex Секс бажань,В наявності,260.0,2,,,https://woodcat.com.ua/chekova-knyzhka-hard-sex-seks-bazhan/
1501536,Чекова книжка бажань для неї «Dream Book»,В наявності,149.0,2,18+,,https://woodcat.com.ua/chekova-knyzhka-bazhan-dlia-nei-dream-book/
23698,Чекова книжка бажань для нього «Dream Book»,В наявності,149.0,2,18+,,https://woodcat.com.ua/chekova-knyzhka-bazhan-dlia-noho-dream-book/
36598,Доповнення Kelp. Блискавичні рефлекси,В наявності,700.0,2,12+,Ігромаг,https://woodcat.com.ua/dopovnennia-kelp.-blyskavychni-refleksy/
3659,Як я цього не знав?,В наявності,699.0,2+,12+,,https://woodcat.com.ua/nastilna-hra-yak-ya-tsoho-ne-znav/
2365969,Як я цього не знав? Classic Edition,В наявності,699.0,2+,12+,,https://woodcat.com.ua/nastilna-hra-yak-ya-tsoho-ne-znav-classic-edition/
36589,П'янка вечірка,В наявності,699.0,2–8,18+,,https://woodcat.com.ua/nastilna-hra-pianka-vechirka/
369875,Хто перший?,В наявності,699.0,3+,10+,,https://woodcat.com.ua/nastilna-hra-khto-pershyi/
3698256,Рік побачень,В наявності,699.0,2,18+,,https://woodcat.com.ua/nastilna-hra-rik-pobachen/
365928741,"Ти смієшся, ти п‘єш",В наявності,699.0,3–10,18+,,https://woodcat.com.ua/nastilna-hra-ty-smiieshsia-ty-piesh/
25а589с,Як я цього не знав? Military Edition,В наявності,699.0,2+,12+,,https://woodcat.com.ua/nastilna-hra-yak-ya-tsoho-ne-znav-military-edition-v-naiavnosti-napysaty-vidhuk/
ва8526,Встигни за 60 секунд,В наявності,699.0,2–6,10+,,https://woodcat.com.ua/nastilna-hra-vstyhny-za-60-sekund/
аер52698,Єдина гра для вечора побачень,В наявності,849.0,2,18+,,https://woodcat.com.ua/nastilna-hra-yedyna-hra-dlia-vechora-pobachen/
іткт25639,25 слів або менше,В наявності,799.0,4+,12+,,https://woodcat.com.ua/nastilna-hra-25-sliv-abo-menshe/
LOB2410UA,Garden Rush. Українське видання,В наявності,850.0,2,10+,Lord of Boards,https://woodcat.com.ua/nastilna-hra-garden-rush.-ukrainske-vydannia/
G23698,Вибір,В наявності,899.0,2–6,8+,,https://woodcat.com.ua/nastilna-hra-vybir/
GKCH224fs,Братство Персня. Карткова гра,В наявності,1050.0,1–4,10+,Geekach,https://woodcat.com.ua/nastilna-hra-bratstvo-persnia.-kartkova-hra/
FI22369,SETI: Пошуки позаземного життя,В наявності,2673.0,1–4,14+,FEELINDIGO,https://woodcat.com.ua/nastilna-hra-seti-poshuky-pozazemnoho-zhyttia/
56264,Еліас. Україна,В наявності,1099.0,4-12,10+,,https://woodcat.com.ua/nastilna-hra-elias.-ukraina/
6398521,Принцеса бунтарка (Rebel Princess),В наявності,620.0,3–6,8+,FEELINDIGO,https://woodcat.com.ua/nastilna-hra-pryntsesa-buntarka-rebel-princess/
R100UA,CATAN. (Settlers of Catan),В наявності,1652.0,3–4,10+,Rozum,https://woodcat.com.ua/catan.-nastilna-hra-settlers-of-catan/
R101UA,CATAN. Доповнення для 5-6 гравців,В наявності,1120.0,3–6,10+,Rozum,https://woodcat.com.ua/nastilna-hra-catan.-dopovnennia-dlia-5-6-hravtsiv/
R104UA,Доповнення CATAN. Міста й лицарі (Cities & Knights),В наявності,1990.0,3–4,12+,Rozum,https://woodcat.com.ua/dopovnennia-catan.-mista-y-lytsari-cities-knights/
R105UA,CATAN: Міста й лицарі. Доповнення для 5–6 гравців,В наявності,1350.0,3–6,12+,Rozum,https://woodcat.com.ua/catan-mista-y-lytsari.-dopovnennia-dlia-56-hravtsiv/
R102UA,Доповнення CATAN: Мореплавці,В наявності,1690.0,3–4,10+,Rozum,https://woodcat.com.ua/dopovnennia-catan-moreplavtsi/
R103UA,CATAN. Мореплавці. Доповнення для 5-6 гравців,В наявності,1120.0,3–6,10+,Rozum,https://woodcat.com.ua/nastilna-hra-catan.-moreplavtsi.-dopovnennia-dlia-5-6-hravtsiv/
g7d896325,Сплячі Боги. Далекі небеса. Колекційне видання,В наявності,4275.0,3–6,13+,Rozum,https://woodcat.com.ua/nastilna-hra-spliachi-bohy.-daleki-nebesa.-kolektsiine-vydannia/
8196,Robo Rally. Українське видання,В наявності,1975.0,2–6,12+,Ігромаг,https://woodcat.com.ua/nastilna-hra-robo-rally.-ukrainske-vydannia/
LK36589,Пуерто-Ріко 1897 (Puerto Rico 1897),В наявності,2230.0,2–5,12+,Lelekan,https://woodcat.com.ua/nastilna-hra-puerto-riko-1897-puerto-rico-1897/
362896,UNO Гаррі Поттер (Уно Harry Potter),В наявності,339.0,2–10,7+,,https://woodcat.com.ua/nastilna-hra-uno-harri-potter-uno-harry-potter/
FGS36589,Фростпанк (Frostpunk: The Board Game),В наявності,5387.0,1–4,16+,,https://woodcat.com.ua/nastilna-hra-frostpank-frostpunk-the-board-game/
36269,"Тихо, суд іде",В наявності,750.0,5-9,14+,,https://woodcat.com.ua/nastilna-hra-tykho-sud-ide/
4820242621629,Хвостаті пригоди. Піратський спадок,В наявності,370.0,2–4,12+,Geekach,https://woodcat.com.ua/nastilna-hra-khvostati-pryhody.-piratskyi-spadok/
orner-1983,Карти ТАРО Класична колода Райдера-Уейта,В наявності,700.0,,,,https://woodcat.com.ua/karty-taro-klasychna-koloda-raidera-ueita/
orner-2896,Карти ТАРО Золота колода,В наявності,700.0,,,,https://woodcat.com.ua/karty-taro-zolota-koloda/
 orner-2365,Карти ТАРО Starlight колода,В наявності,700.0,,,,https://woodcat.com.ua/karty-taro-starlight-koloda/
orner-1968,Навчальні карти Таро Райдера - Уейта,В наявності,700.0,,,,https://woodcat.com.ua/navchalni-karty-taro-raidera-ueita/
orner-2326,Карти ТАРО Сила природи,В наявності,700.0,,,,https://woodcat.com.ua/karty-taro-syla-pryrody/
orner-2327,Карти Котяче ТАРО,В наявності,700.0,,,,https://woodcat.com.ua/karty-kotiache-taro/
orner-1963,"Карти ТАРО ORNER x WYSPELL ""Незалежні""",В наявності,700.0,,,,https://woodcat.com.ua/karty-taro-orner-x-wyspell-nezalezhni/
orner-2968,Карти ТАРО ORNER x SestryFeldman (українська лімітована серія),В наявності,700.0,,,,https://woodcat.com.ua/karty-taro-orner-x-sestryfeldman-ukrainska-limitovana-seriia/
orner-2678,Крокодил,В наявності,800.0,2+,14+,,https://woodcat.com.ua/nastilna-hra-krokodyl/
orner-2683,На межі: Правда або Виклик,В наявності,800.0,2+,18+,ORNER,https://woodcat.com.ua/nastilna-hra-na-mezhi-pravda-abo-vyklyk/
orner-2617,"Вгадай, про що я думаю",В наявності,800.0,2–6,8+,ORNER,https://woodcat.com.ua/nastilna-hra-vhadai-pro-shcho-ya-dumaiu/
GKCH229cs,Кіклади. Легендарне видання (Cyclades: Legendary Edition),В наявності,2698.0,2–6,13+,Geekach,https://woodcat.com.ua/nastilna-hra-kiklady.-lehendarne-vydannia-cyclades-legendary-edition/
GKCH229tf,Доповнення Кіклади. Легендарне видання - Загони і флот,В наявності,2950.0,2–6,13+,,https://woodcat.com.ua/nastilna-hra-kiklady.-lehendarne-vydannia-zahony-i-flot/
GKCH229hr,Доповнення Кіклади. Легендарне видання - Монстри і герої,В наявності,1350.0,2–6,13+,,https://woodcat.com.ua/dopovnennia-kiklady.-lehendarne-vydannia-monstry-i-heroi/
FI89045,Kariba (Кариба),В наявності,525.0,2–4,6+,,https://woodcat.com.ua/nastilna-hra-kariba-karyba/
8726,У пошуках планети Х,В наявності,2100.0,1-4,13+,,https://woodcat.com.ua/nastilna-hra-u-poshukakh-planety-kh/
15015698,«Таємні бажання»,В наявності,360.0,2,18+,,https://woodcat.com.ua/nastilna-hra-taiemni-bazhannia/
1500589,«Спокуса»,В наявності,590.0,,,,https://woodcat.com.ua/nastilna-hra-spokusa/
150198654,для дорослих «FitSex»,В наявності,340.0,,,,https://woodcat.com.ua/nastilna-hra-dlia-doroslykh-fitsex/
81978,Доповнення Ктулху. Смерть може вмерти. Страх перед незвіданим,В наявності,4499.0,1 - 5,14+,Ігромаг,https://woodcat.com.ua/ktulkhu.-smert-mozhe-vmerty.-strakh-pered-nezvidanym/
1000275,Нерозкриті справи №2,В наявності,899.0,2-8,14+,Memo Games,https://woodcat.com.ua/nastilna-hra-nerozkryti-spravy-2/
859672,Це не ковпак (That's Not a Hat),В наявності,452.0,3–8,8+,,https://woodcat.com.ua/nastilna-hra-tse-ne-kovpak-thats-not-a-hat/
56398,Mada (Мада),В наявності,525.0,2–5,7+,,https://woodcat.com.ua/nastilna-hra-mada-mada/
86953,Ninjan (Ніндзян),В наявності,525.0,2–5,7+,,https://woodcat.com.ua/nastilna-hra-ninjan-nindzian/
GKCH220in1,Оборонці нетрів (Defenders of the Wild),В наявності,2200.0,1–4,14+,Geekach,https://woodcat.com.ua/nastilna-hra-oborontsi-netriv-defenders-of-the-wild/
GKCH020UM,Unmatched: Битва легенд. Частина перша,В наявності,1394.0,2–4,8+,Geekach,https://woodcat.com.ua/nastilna-hra-unmatched-bytva-lehend.-chastyna-persha/
GKRP00132,Cyberpunk RED. Стартовий набір,В наявності,1499.0,2+,18+,,https://woodcat.com.ua/cyberpunk-red.-startovyi-nabir/
	FGS69,Квест кімната. Настільна гра,В наявності,1699.0,1–5,14+,Fun Games Shop,https://woodcat.com.ua/nastilna-hra-kvest-kimnata.-nastilna-hra/
copy_W0025,Нідавеллір (Nidavellir) - УЦІНКА,В наявності,1040.0,2–5,10+,Woodcat,https://woodcat.com.ua/nastilna-hra-nidavellir-nidavellir-poshkodzhena-upakovka/
12024,Хрещений батько. Імперія Корлеоне (The Godfather),В наявності,3490.0,2–5,14+,,https://woodcat.com.ua/nastilna-hra-khreshchenyi-batko.-imperiia-korleone-the-godfather/
R088UA,Ну дуже гучні бібліотекарі (Really Loud Librarians),В наявності,1400.0,2-12,8+,Rozum,https://woodcat.com.ua/nastilna-hra-nu-duzhe-huchni-bibliotekari-really-loud-librarians/
ВР_КАТТ,Катаміно Вежа (Katamino Tower),В наявності,1695.0,1-2,6+,,https://woodcat.com.ua/nastilna-hra-katamino-vezha-katamino-tower/
GIGA004,Katamino Pocket (Катаміно дорожня),В наявності,970.0,1-2,8+,,https://woodcat.com.ua/nastilna-hra-katamino-pocket-katamino-dorozhnia/
R064UA,"Або пан, або пропав (Without Fail)",В наявності,1400.0,2+,8+,Rozum,https://woodcat.com.ua/nastilna-hra-abo-pan-abo-propav-without-fail/
SASCSA0101UA,Усі на борт (Come Sail Away!),В наявності,2199.0,1–4,10+,Asmodee,https://woodcat.com.ua/nastilna-hra-usi-na-bort-come-sail-away/
gsds043,Край Андромеди (Andromeda's Edge),В наявності,3150.0,2–4,14+,Games7Days,https://woodcat.com.ua/nastilna-hra-krai-andromedy-andromedas-edge/
optgsds084,Край Андромеди. Supernova Deluxe Upgrade Kit,Передзамовлення,4490.0,2–4,14+,Games7Days,https://woodcat.com.ua/krai-andromedy.-supernova-deluxe-upgrade-kit/
pkfdgm08,Odin (Одін),В наявності,525.0,2–6,7+,,https://woodcat.com.ua/nastilna-hra-odin-odin/
pkfdgm09,Tucano (Тукано),В наявності,525.0,2–4,6+,,https://woodcat.com.ua/nastilna-hra-tucano-tukano/
copy_LOB2122UA,Зоряні війни: Палац Джабби (Star Wars: Jabba's Palace) - УЦІНКА,В наявності,620.0,2–6,9+,Lord of Boards,https://woodcat.com.ua/zoriani-viiny-palats-dzhabby-star-wars-jabbas-palace-utsinka/
copy_W0004,Контур (Kontour) - УЦІНКА,В наявності,390.0,3–7,10+,Woodcat,https://woodcat.com.ua/nastilna-hra-kontur-kontour-utsinka/
copy_ВР_РДР,Розпуста. Додатковий рівень - УЦІНКА,В наявності,529.0,2,18+,,https://woodcat.com.ua/rozpusta.-dodatkovyi-riven-utsinka/
copy_LOB2217UA,Перекуп - УЦІНКА,В наявності,680.0,2–6,8+,Lord of Boards,https://woodcat.com.ua/nastilna-hra-perekup-utsinka/
copy_1000250,Сіквенс. Карткова гра - УЦІНКА,В наявності,476.0,2–6,7+,Goliath,https://woodcat.com.ua/nastilna-hra-sikvens.-kartkova-hra-utsinka/
copy_W0051,Таємничі історії: справа 1 - УЦІНКА,В наявності,1040.0,1–6,14+,Woodcat,https://woodcat.com.ua/nastilna-hra-taiemnychi-istorii-sprava-1-utsinka/
 DIX07ML4,Dixit 5: Daydreams (Діксіт 5: Сни Наяву),В наявності,799.0,3-6,8+,Ігромаг,https://woodcat.com.ua/nastilna-hra-dixit-5-daydreams-diksit-5-sny-naiavu/
NI-0104 ,Dixit 4: Origins (Діксіт 4: Початок),В наявності,799.0,3-6,8+,Ігромаг,https://woodcat.com.ua/nastilna-hra-dixit-4-origins-diksit-4-pochatok/
memog28,Гра про емоції,В наявності,799.0,2+,7+,Memo Games,https://woodcat.com.ua/nastilna-hra-hra-pro-emotsii/
HK004,Криза,В наявності,745.0,2–4,10+,Хід Конем,https://woodcat.com.ua/nastilna-hra-kryza/
FGS19,Правда або дія. Камасутра,В наявності,449.0,2,18+,Fun Games Shop,https://woodcat.com.ua/18/2020/
GKCH234wd,Зомбіцид. Біла смерть (Zombicide: White Death),В наявності,4700.0,1–6,14+,Geekach,https://woodcat.com.ua/nastilna-hra-zombitsyd.-bila-smert-zombicide-white-death/
GKCH227ms,Убивчі креветки (Mantis),В наявності,850.0,2–6,7+,Geekach,https://woodcat.com.ua/nastilna-hra-ubyvchi-krevetky-mantis/
785695,Врятуй за три дні,В наявності,799.0,1+,14+,ORNER,https://woodcat.com.ua/nastilna-hra-vriatui-za-try-dni/
gsds073,Зникнення (Extincion!),В наявності,495.0,2–6,8+,Games7Days,https://woodcat.com.ua/nastilna-hra-znyknennia/
 8174,ISS Vanguard,В наявності,8495.0,1–4,14+,Ігромаг,https://woodcat.com.ua/nastilna-hra-iss-vanguard/
9564,Володар Перснів. Доля братства (The Lord of the Rings: Fate of the Fellowship),В наявності,2449.0,1-5,14+,Geekach,https://woodcat.com.ua/nastilna-hra-volodar-persniv.-dolia-bratstva-the-lord-of-the-rings-fate-of-the-fellowship/
GKST003UA,Магія слів (Words of Magic),В наявності,1099.0,2–4,6+,Geekach,https://woodcat.com.ua/nastilna-hra-mahiia-sliv-words-of-magic/
