id,name,price,in_stock,link
222,Мемологія (класична)! ХіТ для вечірок! (Мемологія),620.0,True,https://gameisland.prom.ua//ua/p1748665591-memologiya-klasichna-hit.html
216,ХіТ! Ticket to Ride Europe (Білет на потяг Європа англійською + правила російською або українською),1518.1,True,https://gameisland.prom.ua//ua/p1723354575-hit-ticket-ride.html
217,Доповнення Європа 1912/Ticket to Ride Europe extension ( стулки Преміум англійською + правила російською),629.0,True,https://gameisland.prom.ua//ua/p1723375718-dopolnenie-evropa-1912.html
0171,Азул / Azul (ОРІГИНАЛ українською мовою) — НАЙКРАЩА АБСТРАКТНА І СЕМЕЙНА ГРА,1370.0,True,https://gameisland.prom.ua//ua/p1741830624-azul-azul-original.html
215,ХиТ! Ticket to Ride America (Білет на потяг Америка англійською + правила російською),1490.0,True,https://gameisland.prom.ua//ua/p1723154673-hit-ticket-ride.html
0341,Манчкин / Munchkin / Манчкін Українською),595.0,False,https://gameisland.prom.ua//ua/p1728100471-manchkin-munchkin-manchkin.html
0337,"Azul: Summer Pavilion (Азул: Літній Палац; коробка англійською, правила російською)",1199.0,True,https://gameisland.prom.ua//ua/p1723751079-azul-summer-pavilion.html
0325,"Голодна мавпа (Hungry Monkey, Українською)",420.0,True,https://gameisland.prom.ua//ua/p1717395574-golodna-mavpa-hungry.html
0323,"Rummikub. Digital Game/Ремікуб: Дорожня версія (правила китайською, чохол англійською)",686.0,True,https://gameisland.prom.ua//ua/p1716003040-rummikub-digital-game.html
164,The Mind УКРАЇНСЬКОЮ,400.0,True,https://gameisland.prom.ua//ua/p1713268712-the-mind-ukrayinskoyu.html
185,"ХіТ! Каліко українською (Котики, Calico)",1540.0,True,https://gameisland.prom.ua//ua/p1716637463-hit-kotiki-ukrayinskoyu.html
214,7 Wonders Duel англійською + правила російською,900.0,True,https://gameisland.prom.ua//ua/p1723148638-wonders-duel-anglijskom.html
0321,"Настільна гра Саботер. Ювілейне видання (Гноми шкідники 1+2, Saboteur 1+2) УКРАЇНСЬКОЮ!",660.0,True,https://gameisland.prom.ua//ua/p1715978396-nastolnaya-igra-saboter.html
193,Sweet & Spicy. Битва котиків,440.0,True,https://gameisland.prom.ua//ua/p1717127056-sweet-and-spicy.html
0328,"Зачаровані (Smitten, Українською)",170.0,True,https://gameisland.prom.ua//ua/p1719774008-zacharovani-smitten-ukrayinskoyu.html
163,Таверни ТІфенталю (The Taverns of Tiefenthal),1450.0,True,https://gameisland.prom.ua//ua/p1713259955-taverni-tifentalya-the.html
175,ТОП ціна! Настільна гра Dixit (Діксіт) УКРАЇНСЬКОЮ! ОРИГІНАЛ!,1240.0,True,https://gameisland.prom.ua//ua/p1715059044-top-tsena-nastolnaya.html
160,Настільна гра Пекельний Острів оновленне видання (Робинзонада або Hellapagos від Gigamic),1100.0,True,https://gameisland.prom.ua//ua/p1712857068-nastolnaya-igra-adskij.html
186,"Качконіс (Platypus, Українською)",689.0,True,https://gameisland.prom.ua//ua/p1717011434-kachkonis-platypus-ukrayinskoyu.html
172,"ХіТ! Clank! / Кланк! Підземна пригода (коробка англійською, правила російською)",1115.0,True,https://gameisland.prom.ua//ua/p1714622758-hit-clank-klank.html
0330,"Саґрада (Саграда, Sagrada, Українською)",1650.0,True,https://gameisland.prom.ua//ua/p1720232578-sagrada-sagrada-sagrada.html
211,Настільна гра Містеріум (Mysterium),910.0,True,https://gameisland.prom.ua//ua/p1720779027-nastolnaya-igra-misterium.html
0316,"Зоряні війни: Палац Джабби - Листи Закоханих (Star Wars: Jabba's Palace, Українською)",435.0,True,https://gameisland.prom.ua//ua/p1713732701-zoryani-vijni-palats.html
171,"ХіТ! Azul / Азул (коробка англійською, правила російською)",1188.0,True,https://gameisland.prom.ua//ua/p1714543991-hit-azul-azul.html
194,"ХіТ! Печворк (Patchwork, Печворк, коробка англійською, правила російською)",600.0,True,https://gameisland.prom.ua//ua/p1718436424-hit-pechvork-patchwork.html
0001,"ХіТ! Замки Бургундії. Українське видання BIG BOX (Castles of Burgundy, укр/рус)",1699.0,True,https://gameisland.prom.ua//ua/p1702163901-hit-zamki-burgundii.html
001,"Кров і Ярість англійською (Кров і лють, Blood rage)",6500.0,False,https://gameisland.prom.ua//ua/p1702252079-krov-yarost-anglijskom.html
150,"Кемет: Кров і пісок (Кемет: Кровь и песок, Kemet: Blood and Sand, Двомовна версія: Українська та російська)",2700.0,True,https://gameisland.prom.ua//ua/p1711857290-kemet-krov-pisok.html
153,Казкові Краї,590.0,True,https://gameisland.prom.ua//ua/p1712375710-kazkovi-krayi.html
2117,"Кольт Експрес на українській (Кольт Экспресс, Colt Express)",1170.0,True,https://gameisland.prom.ua//ua/p1702773115-kolt-ekspres-ukrayinskij.html
24,"Остров кошек на украинском (Острів котів українською мовою, The Isle of Cats)",1989.0,True,https://gameisland.prom.ua//ua/p1704485047-ostrov-koshek-ukrainskom.html
22045,"ХіТ! Настільна гра Каркасон 3.0 українське видання (Каркассон 3.0 на украинском, Carcassonne)",900.0,True,https://gameisland.prom.ua//ua/p1702309423-hit-nastolnaya-igra.html
031,Далеко від Сонця російською (Beyond The Sun),2600.0,True,https://gameisland.prom.ua//ua/p1711503869-vdali-solntsa-russkom.html
038,"Пончевілля (Go Nuts for Donuts, Українською)",575.0,True,https://gameisland.prom.ua//ua/p1712429043-ponchevillya-nuts-for.html
157,"Діамант (Diamant, Українською)",870.0,True,https://gameisland.prom.ua//ua/p1712745753-diamant-diamant-ukrayinskoyu.html
2114,"Порт-Роял Big Box на українській (Повне Видання, Port-Royal Big Box, Порт Ройал Биг бокс)",829.0,True,https://gameisland.prom.ua//ua/p1702757572-port-royal-big.html
720026,"Білет на поїзд: Рейки та Вітрила на анг (Ticket to Ride: Rails & Sails, Квіток на повітроз: Рейкі та Вітрила)",2750.0,True,https://gameisland.prom.ua//ua/p1702358140-bilet-poezd-relsy.html
